customer_id,telecom_partner,gender,age,state,city,pincode,registration_event,num_dependents,estimated_salary
107197,9mobile,F,67,Edo,Kano,493103,2021-06-20,2,1162421
240110,MTN Nigeria,F,53,Borno,Lagos,955405,2023-04-16,3,848461
195771,Glo,F,66,Ekiti,Port Harcourt,607517,2022-09-06,3,805109
240296,Glo,M,47,FCT Abuja,Port Harcourt,823954,2023-04-17,4,743894
113285,Airtel Nigeria,F,29,Kano,Ibadan,379689,2021-07-20,3,110960
129218,9mobile,M,28,Plateau,Enugu,594581,2021-10-08,1,413571
217262,9mobile,F,25,Oyo,Abuja,585130,2022-12-23,2,228349
105691,Airtel Nigeria,F,52,Borno,Lagos,120920,2021-06-12,3,85566
118022,MTN Nigeria,F,51,Kaduna,Port Harcourt,379152,2021-08-13,4,411856
163293,MTN Nigeria,F,29,Anambra,Enugu,845885,2022-03-28,4,198069
25714,Airtel Nigeria,M,72,Sokoto,Kano,494521,2020-05-08,1,682154
7377,Airtel Nigeria,M,39,Katsina,Abuja,391916,2020-02-06,1,577535
125397,Glo,F,30,Adamawa,Ibadan,921116,2021-09-19,2,537570
69151,Airtel Nigeria,M,66,FCT Abuja,Port Harcourt,901717,2020-12-12,1,1181611
21389,9mobile,M,39,Edo,Abuja,111812,2020-04-17,0,640353
66791,Airtel Nigeria,M,28,Ondo,Lagos,791069,2020-11-30,2,397165
232194,9mobile,F,35,FCT Abuja,Ibadan,536293,2023-03-08,2,688427
29369,MTN Nigeria,M,73,FCT Abuja,Ibadan,771987,2020-05-26,1,628884
126058,9mobile,F,42,Enugu,Abuja,781613,2021-09-22,4,836441
114910,9mobile,F,35,Delta,Kano,900778,2021-07-29,4,682145
241639,MTN Nigeria,M,49,Kano,Kano,908828,2023-04-24,2,421309
216158,Glo,F,73,Bauchi,Abuja,933007,2022-12-17,3,1034157
170521,MTN Nigeria,M,37,Benue,Lagos,401572,2022-05-03,1,354605
148948,Glo,F,23,Anambra,Ibadan,901726,2022-01-15,3,290771
95975,Airtel Nigeria,M,62,Delta,Ibadan,743675,2021-04-25,0,219060
44026,Airtel Nigeria,M,49,Rivers,Kano,493747,2020-08-08,1,344885
139179,MTN Nigeria,F,74,Bauchi,Lagos,931405,2021-11-27,0,440766
189259,MTN Nigeria,M,58,Ogun,Ibadan,398567,2022-08-05,3,792649
16725,Airtel Nigeria,M,68,Plateau,Ibadan,630028,2020-03-24,1,1197949
237604,Glo,F,58,Ekiti,Abuja,221187,2023-04-04,3,650314
11747,Airtel Nigeria,M,49,Cross River,Kano,341690,2020-02-28,4,254898
126399,9mobile,M,47,Oyo,Abuja,110458,2021-09-24,0,1127875
162643,Glo,F,56,Kano,Ibadan,514320,2022-03-25,2,498328
176858,Glo,M,49,Ondo,Ibadan,497078,2022-06-04,0,654450
222480,Glo,F,72,Borno,Kano,880936,2023-01-18,0,960439
83999,9mobile,F,52,Lagos,Port Harcourt,468314,2021-02-24,3,292063
64205,MTN Nigeria,M,36,Osun,Abuja,263036,2020-11-17,2,302671
96207,MTN Nigeria,F,71,Sokoto,Abuja,896177,2021-04-26,1,184722
191879,Airtel Nigeria,M,42,Lagos,Lagos,399822,2022-08-18,1,157690
209993,9mobile,M,39,Rivers,Kano,466063,2022-11-17,3,1036294
139633,Glo,M,58,Borno,Lagos,978121,2021-11-29,0,495286
140539,Glo,F,44,Osun,Ibadan,676605,2021-12-04,1,652382
33318,Airtel Nigeria,M,71,Edo,Port Harcourt,320813,2020-06-15,3,1031563
83867,Airtel Nigeria,F,28,Plateau,Kano,332237,2021-02-23,4,372089
212012,MTN Nigeria,M,32,Cross River,Abuja,632733,2022-11-27,3,978931
167564,MTN Nigeria,F,34,Oyo,Abuja,977656,2022-04-18,4,1167470
153395,Airtel Nigeria,M,73,Enugu,Abuja,940206,2022-02-06,4,456329
34221,9mobile,F,34,Enugu,Enugu,908490,2020-06-20,1,228858
24548,9mobile,F,44,Cross River,Enugu,112409,2020-05-02,2,115450
186519,Glo,M,63,Ondo,Ibadan,309797,2022-07-22,0,833916
100313,MTN Nigeria,M,55,Ondo,Enugu,113727,2021-05-17,3,771012
75344,9mobile,F,55,Rivers,Lagos,430320,2021-01-12,2,756768
185381,MTN Nigeria,M,35,Adamawa,Abuja,632374,2022-07-16,3,600241
46072,Airtel Nigeria,M,36,Anambra,Ibadan,193273,2020-08-18,3,557328
136898,MTN Nigeria,F,30,Taraba,Abuja,125331,2021-11-16,0,903782
82882,Airtel Nigeria,F,26,Edo,Lagos,168180,2021-02-18,3,678345
177006,Glo,M,71,Oyo,Lagos,488599,2022-06-04,4,881507
115147,Glo,F,60,Oyo,Lagos,543204,2021-07-30,1,277862
32862,MTN Nigeria,M,61,Kebbi,Port Harcourt,691006,2020-06-13,1,946807
27898,Airtel Nigeria,M,19,Akwa Ibom,Ibadan,901817,2020-05-19,2,844575
224708,Airtel Nigeria,F,29,Akwa Ibom,Enugu,659955,2023-01-29,1,633554
4583,9mobile,F,63,Enugu,Kano,401011,2020-01-23,0,1050090
135448,MTN Nigeria,M,67,Rivers,Lagos,858439,2021-11-08,4,876518
96934,Glo,M,43,Delta,Kano,489984,2021-04-30,3,505583
40999,Airtel Nigeria,M,20,Adamawa,Enugu,784977,2020-07-24,0,719026
71405,Airtel Nigeria,F,33,Ondo,Port Harcourt,303426,2020-12-23,3,483567
226222,MTN Nigeria,M,53,Delta,Abuja,399839,2023-02-06,4,1057940
176782,Airtel Nigeria,M,22,FCT Abuja,Ibadan,877316,2022-06-03,0,137897
119258,Glo,F,27,Lagos,Port Harcourt,371631,2021-08-19,1,298043
224625,9mobile,M,61,Cross River,Abuja,443171,2023-01-29,3,906738
192693,Airtel Nigeria,M,72,Borno,Abuja,517494,2022-08-22,1,1109461
165879,Airtel Nigeria,M,68,Edo,Enugu,645472,2022-04-10,2,102903
182752,9mobile,M,56,Rivers,Enugu,100259,2022-07-03,4,849211
63495,MTN Nigeria,M,48,Sokoto,Lagos,572727,2020-11-13,3,976501
6325,Glo,F,56,Ondo,Enugu,695943,2020-02-01,4,1137018
180306,MTN Nigeria,M,63,Cross River,Enugu,729836,2022-06-21,0,745894
50829,9mobile,F,73,Benue,Enugu,941572,2020-09-11,1,814838
12176,Airtel Nigeria,F,49,Enugu,Enugu,944330,2020-03-01,1,98543
116700,MTN Nigeria,M,45,Kano,Enugu,860225,2021-08-07,1,1008246
86561,Airtel Nigeria,F,61,Kaduna,Kano,150456,2021-03-09,2,1101223
154405,9mobile,M,66,Bauchi,Lagos,285876,2022-02-11,4,443739
78763,MTN Nigeria,M,50,Cross River,Kano,461610,2021-01-29,4,529435
69883,Glo,F,45,Ondo,Abuja,565699,2020-12-15,4,445152
186647,9mobile,F,26,Kebbi,Ibadan,951270,2022-07-23,0,745807
137036,9mobile,F,24,Delta,Lagos,153706,2021-11-16,4,957104
91150,Airtel Nigeria,M,44,Taraba,Enugu,365881,2021-04-01,3,349133
194502,9mobile,M,23,Osun,Port Harcourt,376855,2022-08-31,2,303886
77779,MTN Nigeria,M,50,Rivers,Port Harcourt,358517,2021-01-24,1,700396
216796,MTN Nigeria,F,62,Ogun,Abuja,128044,2022-12-21,3,1157828
43494,Airtel Nigeria,M,71,Enugu,Ibadan,157258,2020-08-05,2,1094967
234177,MTN Nigeria,M,71,Osun,Enugu,902509,2023-03-18,1,883050
7766,Airtel Nigeria,M,27,Ekiti,Abuja,192396,2020-02-08,3,995183
179924,MTN Nigeria,F,18,Enugu,Abuja,460694,2022-06-19,0,448177
166964,Glo,M,31,Benue,Kano,207022,2022-04-15,3,522869
237455,Glo,M,21,Anambra,Port Harcourt,497133,2023-04-03,3,660163
183437,9mobile,F,24,Akwa Ibom,Kano,678944,2022-07-07,0,877121
87323,9mobile,M,30,Imo,Lagos,886697,2021-03-13,0,1105420
15494,Airtel Nigeria,F,50,Benue,Abuja,253578,2020-03-18,2,959336
223715,Airtel Nigeria,F,69,Kaduna,Abuja,246845,2023-01-24,1,266178
61454,Glo,F,64,Akwa Ibom,Enugu,659278,2020-11-03,0,1120327
237273,MTN Nigeria,M,52,Borno,Abuja,304691,2023-04-02,2,1175622
28172,Glo,M,60,Enugu,Enugu,112213,2020-05-20,3,473632
228903,9mobile,M,44,Niger,Ibadan,153665,2023-02-19,0,232718
43465,Glo,M,59,Delta,Kano,237362,2020-08-05,1,483903
154836,9mobile,M,68,Niger,Enugu,597232,2022-02-13,0,1031219
67898,MTN Nigeria,M,74,Niger,Port Harcourt,500501,2020-12-05,2,246135
209606,9mobile,M,63,Bauchi,Ibadan,302310,2022-11-15,1,608427
116019,MTN Nigeria,M,62,Lagos,Ibadan,108750,2021-08-03,1,385988
141344,Airtel Nigeria,F,42,Cross River,Abuja,538906,2021-12-08,2,191986
97036,9mobile,M,22,Akwa Ibom,Port Harcourt,862206,2021-04-30,4,252925
242253,Glo,M,18,Osun,Port Harcourt,555013,2023-04-27,0,754080
171920,9mobile,F,63,Benue,Lagos,740959,2022-05-10,2,479500
209317,MTN Nigeria,M,42,Kaduna,Abuja,498454,2022-11-13,2,1030297
224038,9mobile,M,56,Niger,Port Harcourt,235304,2023-01-26,4,629263
12709,Airtel Nigeria,M,44,Kebbi,Port Harcourt,467851,2020-03-04,0,1022223
199596,MTN Nigeria,F,63,Cross River,Port Harcourt,484955,2022-09-25,1,279500
216092,Glo,M,69,Kwara,Kano,656961,2022-12-17,0,1177544
46272,Airtel Nigeria,M,53,Anambra,Abuja,166905,2020-08-19,0,338414
172630,9mobile,M,56,Ogun,Enugu,227674,2022-05-14,1,232244
185810,Glo,F,62,Taraba,Enugu,264051,2022-07-18,1,1014149
82748,MTN Nigeria,M,54,Oyo,Enugu,796354,2021-02-18,0,1125299
221641,9mobile,F,59,Sokoto,Enugu,388215,2023-01-14,1,651021
155064,9mobile,M,54,Kano,Ibadan,133979,2022-02-15,1,180766
192087,MTN Nigeria,M,27,Ondo,Lagos,960442,2022-08-19,4,454442
8912,Airtel Nigeria,F,40,FCT Abuja,Abuja,554266,2020-02-14,3,1138052
30618,Airtel Nigeria,M,44,Bauchi,Lagos,825735,2020-06-02,2,91279
119881,9mobile,M,21,Benue,Abuja,941432,2021-08-23,3,202412
147959,Airtel Nigeria,M,74,Kwara,Lagos,366813,2022-01-10,4,81757
98391,MTN Nigeria,M,19,Bauchi,Enugu,742275,2021-05-07,2,1077337
50128,9mobile,F,24,Kebbi,Port Harcourt,947586,2020-09-07,2,528392
139069,Glo,M,59,Kebbi,Abuja,259955,2021-11-27,4,147686
28126,9mobile,F,53,Kwara,Port Harcourt,493134,2020-05-20,1,379836
164198,MTN Nigeria,M,32,Oyo,Kano,890589,2022-04-01,4,413675
26475,MTN Nigeria,M,41,Osun,Abuja,768503,2020-05-12,3,115157
67540,MTN Nigeria,M,45,Ekiti,Abuja,325147,2020-12-04,0,770452
193961,Glo,M,74,Kebbi,Ibadan,825099,2022-08-28,3,290581
195194,9mobile,M,69,Rivers,Ibadan,332585,2022-09-03,4,156958
72680,9mobile,F,50,Kebbi,Abuja,301830,2020-12-29,4,146953
74182,Glo,M,37,Rivers,Lagos,891287,2021-01-06,0,504566
127396,9mobile,F,18,Oyo,Kano,344267,2021-09-29,4,224920
80030,MTN Nigeria,M,26,Taraba,Abuja,577296,2021-02-04,3,772822
224145,Glo,F,28,Adamawa,Enugu,168688,2023-01-26,1,1032442
201358,MTN Nigeria,M,51,Osun,Lagos,995953,2022-10-04,4,712710
56597,MTN Nigeria,F,45,Kaduna,Lagos,935809,2020-10-10,3,1037389
138475,MTN Nigeria,M,30,Rivers,Port Harcourt,376835,2021-11-24,1,983532
168108,9mobile,F,43,Ondo,Ibadan,246652,2022-04-21,4,416872
143122,MTN Nigeria,M,57,Adamawa,Abuja,563800,2021-12-17,4,563412
235590,MTN Nigeria,M,42,Kebbi,Kano,238165,2023-03-25,2,692477
126860,Glo,F,49,Ekiti,Abuja,378926,2021-09-26,3,283093
47398,Airtel Nigeria,M,34,Bauchi,Lagos,522268,2020-08-25,2,571968
60220,9mobile,F,47,Enugu,Ibadan,638799,2020-10-28,1,620430
134508,MTN Nigeria,F,23,Akwa Ibom,Abuja,848945,2021-11-04,2,554321
50080,Glo,F,43,Osun,Lagos,941458,2020-09-07,1,573502
228063,Airtel Nigeria,M,57,FCT Abuja,Enugu,528889,2023-02-15,0,1186135
4453,9mobile,M,31,Ogun,Port Harcourt,584819,2020-01-23,1,258517
116755,Airtel Nigeria,F,55,Lagos,Abuja,397750,2021-08-07,2,636915
142968,Airtel Nigeria,F,40,Delta,Enugu,707923,2021-12-16,0,709418
37049,Airtel Nigeria,M,21,Edo,Abuja,897026,2020-07-04,4,869694
185114,Glo,M,21,Cross River,Enugu,534314,2022-07-15,2,287763
63704,Glo,M,59,Kwara,Enugu,386405,2020-11-14,3,449840
107155,Glo,M,64,Lagos,Enugu,192458,2021-06-20,2,871624
39187,Airtel Nigeria,F,50,Katsina,Abuja,558722,2020-07-15,1,1127841
1172,Glo,M,23,Lagos,Lagos,115596,2020-01-06,2,1190745
129385,Airtel Nigeria,F,20,Taraba,Abuja,469772,2021-10-09,4,1155338
199464,MTN Nigeria,M,70,Plateau,Enugu,186463,2022-09-25,3,666566
173795,MTN Nigeria,F,60,Lagos,Lagos,164157,2022-05-19,0,147229
1478,Glo,F,42,Lagos,Port Harcourt,830350,2020-01-08,2,663731
200569,Glo,M,69,Osun,Kano,561715,2022-09-30,0,1070564
172535,MTN Nigeria,M,59,Lagos,Lagos,420474,2022-05-13,0,760956
97001,MTN Nigeria,F,57,Kebbi,Kano,412343,2021-04-30,2,755519
158957,MTN Nigeria,M,65,Borno,Kano,632552,2022-03-06,0,1113046
90868,MTN Nigeria,F,70,Ekiti,Ibadan,884989,2021-03-30,3,1065420
117266,Glo,M,66,Enugu,Lagos,192787,2021-08-09,2,817699
148076,9mobile,F,64,Benue,Ibadan,104733,2022-01-11,3,1149607
44003,Airtel Nigeria,M,37,Imo,Abuja,477486,2020-08-08,3,84394
209646,Airtel Nigeria,F,52,Delta,Ibadan,629620,2022-11-15,2,508074
185506,MTN Nigeria,M,58,Kano,Ibadan,161521,2022-07-17,2,891856
168730,MTN Nigeria,F,28,Cross River,Kano,448301,2022-04-24,4,254485
224273,Airtel Nigeria,M,46,Kwara,Enugu,559627,2023-01-27,3,804584
139729,MTN Nigeria,M,18,Kaduna,Lagos,609273,2021-11-30,4,1134304
211776,Airtel Nigeria,M,29,Osun,Port Harcourt,665022,2022-11-25,4,346841
14696,Glo,M,18,Adamawa,Abuja,175486,2020-03-14,2,470831
213450,9mobile,M,59,Edo,Port Harcourt,496472,2022-12-04,0,517906
42952,MTN Nigeria,F,41,Bauchi,Enugu,733895,2020-08-02,1,377578
60746,9mobile,F,60,Osun,Enugu,808862,2020-10-31,4,511021
11162,MTN Nigeria,F,31,Taraba,Port Harcourt,143274,2020-02-25,3,709435
135256,MTN Nigeria,M,34,Taraba,Ibadan,579635,2021-11-07,2,344489
65153,9mobile,M,42,Akwa Ibom,Lagos,256099,2020-11-22,1,808298
184177,9mobile,M,24,Katsina,Lagos,906066,2022-07-10,2,631038
105780,MTN Nigeria,F,20,Akwa Ibom,Enugu,215068,2021-06-13,4,780301
221242,Glo,M,61,Akwa Ibom,Port Harcourt,119757,2023-01-12,0,390219
201127,Glo,M,73,Plateau,Abuja,376849,2022-10-03,0,545557
21024,Glo,M,38,Cross River,Lagos,718130,2020-04-15,4,479707
206743,9mobile,M,56,Anambra,Lagos,277933,2022-10-31,1,1076277
24112,Glo,M,55,Ondo,Abuja,898531,2020-04-30,0,326049
168281,Glo,M,32,Bauchi,Ibadan,294624,2022-04-22,2,1169056
78402,9mobile,M,37,Plateau,Kano,361761,2021-01-27,2,795657
23858,Airtel Nigeria,M,38,Taraba,Ibadan,690758,2020-04-29,4,579422
107086,MTN Nigeria,M,36,Akwa Ibom,Kano,894372,2021-06-19,1,687091
85775,9mobile,M,68,Cross River,Lagos,189100,2021-03-05,0,1033795
156619,MTN Nigeria,M,65,Adamawa,Kano,964852,2022-02-22,1,750529
194173,Airtel Nigeria,M,36,Ekiti,Port Harcourt,989888,2022-08-29,3,624213
76984,Glo,M,37,Niger,Lagos,959052,2021-01-20,2,743679
116018,9mobile,M,33,Borno,Ibadan,915378,2021-08-03,2,701602
225189,MTN Nigeria,F,32,Benue,Port Harcourt,277597,2023-02-01,4,246755
32821,MTN Nigeria,F,70,Benue,Abuja,941146,2020-06-13,2,651288
220564,MTN Nigeria,M,20,Ondo,Port Harcourt,876119,2023-01-08,1,1177268
201649,MTN Nigeria,M,52,Lagos,Kano,189338,2022-10-06,1,849202
233695,MTN Nigeria,M,58,Ogun,Ibadan,845791,2023-03-15,2,324299
226566,MTN Nigeria,F,56,Lagos,Ibadan,926637,2023-02-07,0,851072
205090,Airtel Nigeria,M,71,Kwara,Abuja,755414,2022-10-23,0,555165
154647,Glo,F,27,Benue,Enugu,137070,2022-02-13,0,645282
122946,Airtel Nigeria,M,46,Kano,Ibadan,641172,2021-09-07,3,1073408
179777,Airtel Nigeria,F,64,Taraba,Port Harcourt,121222,2022-06-18,4,473640
197274,9mobile,F,56,Edo,Abuja,459555,2022-09-14,1,383903
82016,Airtel Nigeria,M,25,Bauchi,Abuja,665599,2021-02-14,2,932899
94863,9mobile,M,73,FCT Abuja,Kano,760665,2021-04-19,4,204032
130294,MTN Nigeria,M,66,Enugu,Kano,209994,2021-10-14,0,754752
61591,MTN Nigeria,M,38,FCT Abuja,Ibadan,582190,2020-11-04,1,339009
10493,Glo,F,57,Kebbi,Ibadan,233894,2020-02-22,1,417802
104478,MTN Nigeria,M,20,Oyo,Port Harcourt,222437,2021-06-06,4,249271
3779,9mobile,M,62,Imo,Lagos,195463,2020-01-19,2,647824
209181,MTN Nigeria,F,49,Kebbi,Port Harcourt,741669,2022-11-12,1,1134312
108051,Glo,F,34,Kebbi,Lagos,659012,2021-06-24,0,708625
171936,MTN Nigeria,M,65,Lagos,Enugu,860766,2022-05-10,4,535096
109922,9mobile,M,53,Niger,Abuja,260634,2021-07-04,1,171624
66279,9mobile,M,60,Taraba,Abuja,606288,2020-11-27,4,1088513
229378,Glo,F,66,Osun,Enugu,885937,2023-02-22,1,894510
167623,Airtel Nigeria,M,63,Kebbi,Port Harcourt,577687,2022-04-18,4,495346
219181,MTN Nigeria,F,48,Kano,Lagos,614864,2023-01-02,3,281654
122287,MTN Nigeria,F,73,Lagos,Kano,992055,2021-09-04,4,705687
39582,MTN Nigeria,M,64,Anambra,Ibadan,831483,2020-07-17,2,1123352
25889,Glo,F,23,Cross River,Kano,661065,2020-05-09,3,228625
85575,MTN Nigeria,F,37,Plateau,Enugu,756219,2021-03-04,2,675424
137927,Glo,M,31,Delta,Lagos,368808,2021-11-21,3,994614
92951,MTN Nigeria,F,31,Cross River,Abuja,958318,2021-04-10,2,1003377
18891,9mobile,F,56,Cross River,Lagos,834252,2020-04-04,4,982921
164610,MTN Nigeria,M,32,Imo,Enugu,935100,2022-04-03,2,109478
135340,9mobile,M,22,Ogun,Kano,401107,2021-11-08,3,365988
89020,MTN Nigeria,F,39,Kaduna,Abuja,553718,2021-03-21,4,378638
208346,Airtel Nigeria,F,52,Delta,Kano,879947,2022-11-08,2,879491
22194,MTN Nigeria,M,34,Adamawa,Kano,839365,2020-04-21,2,730047
241615,9mobile,F,70,Plateau,Port Harcourt,782353,2023-04-24,1,723722
161751,9mobile,M,25,Rivers,Abuja,931643,2022-03-20,1,726928
80166,MTN Nigeria,F,35,Delta,Kano,277429,2021-02-05,2,671451
189691,MTN Nigeria,M,60,Kebbi,Enugu,552649,2022-08-07,2,690099
216553,9mobile,M,47,Kebbi,Ibadan,873431,2022-12-19,1,578061
113981,Airtel Nigeria,M,35,Lagos,Abuja,257140,2021-07-24,3,633321
21026,9mobile,F,42,Ondo,Enugu,122572,2020-04-15,0,215588
232818,MTN Nigeria,F,20,Ondo,Abuja,375563,2023-03-11,1,724799
227526,Glo,M,67,Delta,Port Harcourt,745351,2023-02-12,1,815734
216554,Glo,F,22,Lagos,Ibadan,719462,2022-12-19,1,212451
71816,Airtel Nigeria,M,58,Niger,Abuja,917046,2020-12-25,0,591951
166048,Airtel Nigeria,M,54,Kebbi,Lagos,726114,2022-04-11,2,350193
155603,9mobile,F,74,Kano,Abuja,139923,2022-02-17,4,1109969
74479,Glo,F,66,Adamawa,Lagos,299917,2021-01-07,2,627643
154890,Glo,M,45,Katsina,Ibadan,246146,2022-02-14,4,944239
117824,Airtel Nigeria,M,48,Bauchi,Ibadan,999543,2021-08-12,2,694131
153048,Airtel Nigeria,M,46,FCT Abuja,Port Harcourt,547926,2022-02-05,2,1102722
171215,Glo,F,61,Rivers,Enugu,567280,2022-05-06,1,227488
70080,Airtel Nigeria,M,74,Katsina,Ibadan,534994,2020-12-16,0,732184
205322,Glo,M,72,Ondo,Lagos,963304,2022-10-24,3,663024
231529,Glo,M,44,Adamawa,Enugu,200477,2023-03-04,3,132606
100849,Airtel Nigeria,F,31,Delta,Kano,297262,2021-05-19,2,700982
149440,9mobile,M,25,Enugu,Port Harcourt,281219,2022-01-17,0,837604
115120,MTN Nigeria,M,68,Rivers,Ibadan,568574,2021-07-30,0,1073037
125221,Glo,M,40,Kwara,Abuja,777382,2021-09-18,4,1147134
41450,Glo,M,29,Ogun,Enugu,571909,2020-07-26,2,658138
2942,9mobile,F,19,Rivers,Ibadan,717388,2020-01-15,3,701258
63690,Airtel Nigeria,M,67,Edo,Lagos,318998,2020-11-14,1,1148927
5436,9mobile,M,60,Niger,Kano,618060,2020-01-28,4,1073468
130388,9mobile,M,63,Edo,Ibadan,730302,2021-10-14,1,279939
197533,Glo,M,23,Ondo,Abuja,711729,2022-09-15,4,185609
203000,9mobile,M,74,Kano,Lagos,607887,2022-10-13,2,940051
39152,9mobile,F,67,Taraba,Port Harcourt,776173,2020-07-14,2,589728
122033,MTN Nigeria,M,74,Cross River,Port Harcourt,991587,2021-09-02,3,795484
86608,Airtel Nigeria,M,30,FCT Abuja,Abuja,580701,2021-03-09,0,829159
229470,Glo,F,51,Adamawa,Ibadan,383272,2023-02-22,3,610926
64633,MTN Nigeria,M,73,Akwa Ibom,Ibadan,956113,2020-11-19,3,403067
185938,9mobile,M,71,Borno,Kano,170705,2022-07-19,3,332167
34703,9mobile,M,35,Ondo,Enugu,638740,2020-06-22,0,232072
145970,MTN Nigeria,F,25,Delta,Ibadan,460900,2021-12-31,0,827048
171334,MTN Nigeria,M,18,Lagos,Abuja,339421,2022-05-07,2,635277
199927,Airtel Nigeria,M,27,Imo,Kano,639539,2022-09-27,0,367936
233703,MTN Nigeria,M,70,Cross River,Enugu,522055,2023-03-15,2,559508
113670,MTN Nigeria,M,40,FCT Abuja,Kano,845580,2021-07-22,4,415441
154302,MTN Nigeria,F,44,Niger,Abuja,199347,2022-02-11,2,468504
109627,9mobile,F,19,Delta,Lagos,964818,2021-07-02,0,659551
40328,MTN Nigeria,F,57,Taraba,Port Harcourt,941036,2020-07-20,1,349151
239225,MTN Nigeria,F,42,Sokoto,Abuja,641759,2023-04-12,1,1172951
23005,Airtel Nigeria,F,24,Borno,Abuja,500459,2020-04-25,4,804325
188109,MTN Nigeria,M,48,Lagos,Ibadan,135529,2022-07-30,1,1006385
58320,Airtel Nigeria,M,20,Kwara,Kano,340062,2020-10-18,0,1179931
19359,9mobile,F,39,Ondo,Abuja,771243,2020-04-06,2,244110
192135,Glo,M,26,Ekiti,Kano,853852,2022-08-19,4,1138569
108516,Glo,F,19,Enugu,Lagos,376862,2021-06-27,3,481921
5776,9mobile,M,49,Sokoto,Enugu,487661,2020-01-29,0,1079077
82197,Airtel Nigeria,F,35,Rivers,Enugu,621187,2021-02-15,2,237294
104773,Airtel Nigeria,M,43,Oyo,Abuja,928575,2021-06-08,2,818767
117820,Glo,M,50,Plateau,Abuja,918915,2021-08-12,0,368332
25925,MTN Nigeria,F,32,Borno,Kano,503784,2020-05-09,2,332666
10772,9mobile,F,67,Osun,Enugu,366237,2020-02-23,3,596398
124932,Glo,M,46,Taraba,Port Harcourt,456513,2021-09-17,3,1096148
111490,Airtel Nigeria,F,46,Imo,Lagos,946126,2021-07-12,3,417061
200000,9mobile,M,44,Edo,Enugu,957030,2022-09-28,0,733769
136297,MTN Nigeria,M,66,Katsina,Lagos,213814,2021-11-13,3,1190685
30483,Glo,M,55,Rivers,Ibadan,711073,2020-06-01,0,413063
102729,Glo,F,53,Katsina,Abuja,895932,2021-05-29,4,773468
19899,MTN Nigeria,M,65,Kaduna,Kano,714276,2020-04-09,1,382610
139580,MTN Nigeria,F,50,Delta,Enugu,907908,2021-11-29,4,516277
174992,Glo,M,62,Osun,Kano,629345,2022-05-25,4,272813
144256,Glo,M,37,Imo,Ibadan,694316,2021-12-23,4,992839
131645,9mobile,F,21,Oyo,Abuja,318132,2021-10-20,0,653726
72886,Airtel Nigeria,F,74,Ogun,Abuja,782198,2020-12-30,0,1084454
108431,Airtel Nigeria,F,51,Osun,Abuja,882386,2021-06-26,1,286557
12270,Airtel Nigeria,M,66,Ekiti,Abuja,717252,2020-03-02,0,940017
120439,MTN Nigeria,M,23,Kano,Abuja,595242,2021-08-25,3,712270
153092,9mobile,F,43,Benue,Ibadan,276754,2022-02-05,4,806454
59852,9mobile,M,18,Kaduna,Port Harcourt,662852,2020-10-26,4,1013468
107370,9mobile,M,71,Benue,Port Harcourt,668950,2021-06-21,4,283903
130669,9mobile,F,23,Osun,Kano,115705,2021-10-16,2,622843
118626,Glo,M,25,Akwa Ibom,Ibadan,228903,2021-08-16,3,1118629
65501,9mobile,M,18,Niger,Abuja,460648,2020-11-23,2,1111822
72149,9mobile,F,69,Rivers,Port Harcourt,511038,2020-12-27,0,810297
36477,MTN Nigeria,M,58,Ondo,Ibadan,364057,2020-07-01,3,830805
146982,Airtel Nigeria,M,68,Enugu,Abuja,883984,2022-01-05,3,152365
48310,MTN Nigeria,M,29,Rivers,Lagos,468390,2020-08-29,1,993632
148164,MTN Nigeria,M,48,Delta,Abuja,790313,2022-01-11,2,986126
186265,Glo,M,68,Akwa Ibom,Abuja,298415,2022-07-21,4,681456
213537,Airtel Nigeria,M,48,Benue,Abuja,737516,2022-12-04,4,683024
178583,Glo,M,61,Ogun,Enugu,246601,2022-06-12,2,473192
112340,9mobile,M,71,Ekiti,Abuja,333985,2021-07-16,4,856940
128864,MTN Nigeria,F,51,Ekiti,Abuja,328896,2021-10-06,1,736217
11919,Airtel Nigeria,M,56,Benue,Kano,357884,2020-02-29,2,183222
118389,Airtel Nigeria,M,42,Benue,Ibadan,695245,2021-08-15,0,288255
214104,MTN Nigeria,F,55,Imo,Abuja,809759,2022-12-07,2,356647
206258,Glo,F,43,Sokoto,Enugu,618948,2022-10-29,3,284747
203207,Glo,F,68,Osun,Ibadan,307078,2022-10-14,0,391762
147512,Glo,F,49,Enugu,Lagos,754018,2022-01-08,3,282404
208077,Airtel Nigeria,F,23,Adamawa,Enugu,784823,2022-11-07,1,741352
12958,Glo,M,33,Ekiti,Kano,995576,2020-03-05,2,377768
95967,9mobile,M,68,Bauchi,Enugu,957717,2021-04-25,0,1022602
28867,Airtel Nigeria,M,19,Delta,Abuja,813643,2020-05-24,2,155148
203463,Airtel Nigeria,M,30,Kano,Enugu,700587,2022-10-15,4,191227
189979,9mobile,F,33,Sokoto,Enugu,577762,2022-08-08,2,1167669
95095,Airtel Nigeria,F,47,FCT Abuja,Lagos,282983,2021-04-20,1,288358
14966,Airtel Nigeria,F,35,Lagos,Enugu,211378,2020-03-15,2,825988
180046,9mobile,M,33,Delta,Lagos,485808,2022-06-20,0,953511
26970,Glo,F,49,FCT Abuja,Kano,230198,2020-05-14,3,340508
